,Unnamed: 0,firstSeen,lastSeen,icao24,callsign,estDepartureAirport,estArrivalAirport,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription,day
1598,1598,2021-11-11 06:27:55+00:00,2021-11-11 07:24:45+00:00,4008ae,SHT6C,EGLL,EGPF,G-EUPO,AIRBUS,Airbus Industrie,AIRBUS A319-131,A319,1279,,L2J,,SPEEDBIRD,BAW,,British Airways,,2000-08-01,,,2000-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,11
1599,1599,2021-11-11 06:52:40+00:00,2021-11-11 07:28:49+00:00,4ca15d,EIN2EV,EIDW,EGPF,EI-CVB,AIRBUS,Airbus Industrie,A320-214,A320,1394,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2001-02-08,,,2001-01-01,,,2x CFM CFM56-5B4/P,False,False,False,,No ADS-B Emitter Category Information,11
1600,1600,2021-11-11 06:46:03+00:00,2021-11-11 07:59:06+00:00,4079d0,CFE8720,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1601,1601,2021-11-11 07:13:18+00:00,2021-11-11 08:01:58+00:00,4ca706,RYR5772,EIDW,EGPF,EI-EBI,BOEING,The Boeing Company,BOEING 737-8AS,B738,37527,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2009-02-11,,,2009-01-01,,,2x CFM CFM56-7B,False,False,False,,No ADS-B Emitter Category Information,11
1602,1602,2021-11-11 07:31:33+00:00,2021-11-11 08:05:13+00:00,4063c3,CFE7327,EGAC,EGPF,G-LCYN,EMBRAER,Empresa Brasileira De Aeronautica Sa,ERJ 190-100 SR Embraer 190,E190,19000392,,L2J,,FLYER,CFE,,Ba Cityflyer,,2010-11-08,,,2010-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,,11
1603,1603,2021-11-11 07:01:11+00:00,2021-11-11 08:10:37+00:00,484556,KLM1471,EHAM,EGPF,PH-BXY,BOEING,Boeing,737NG 8K2/W,B738,30372,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,11
1604,1604,2021-11-11 08:28:12+00:00,2021-11-11 08:42:20+00:00,400dc2,GMA01,EGPH,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,11
1605,1605,2021-11-11 08:02:35+00:00,2021-11-11 08:55:56+00:00,407464,SHT6G,EGLL,EGPF,G-TTNA,AIRBUS,,,A320,8108,,L2J,British Airways,SPEEDBIRD,BAW,BA,British Airways,,2018-04-10,,,,,,,False,False,False,,Large (75000 to 300000 lbs),11
1606,1606,2021-11-11 08:30:01+00:00,2021-11-11 09:36:55+00:00,485085,KLM1473,EHAM,EGPF,PH-EXC,EMBRAER,Embraer,EMB-190 STD,E190,19000659,,L2J,,CITY,KLC,,Klm Cityhopper,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,11
1607,1607,2021-11-11 08:55:10+00:00,2021-11-11 09:42:05+00:00,40756b,EZY958K,EGBB,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1608,1608,2021-11-11 09:10:23+00:00,2021-11-11 10:07:23+00:00,406b91,EZY659T,EGSS,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,11
1609,1609,2021-11-11 09:25:30+00:00,2021-11-11 10:21:59+00:00,40756a,EZY803M,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1610,1610,2021-11-10 15:13:16+00:00,2021-11-11 11:02:11+00:00,89617b,UAE27,RKSI,EGPF,A6-EGC,BOEING,The Boeing Co.,777-31H(ER),B77W,35596,945,L2J,Emirates Airlines,EMIRATES,UAE,EK,Emirates Airlines,,2011-07-14,,,2011-07-01,2011-07-01,,,False,False,False,,No ADS-B Emitter Category Information,11
1611,1611,2021-11-11 10:42:20+00:00,2021-11-11 11:08:04+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,11
1612,1612,2021-11-11 10:19:48+00:00,2021-11-11 11:19:59+00:00,405a49,BAW2512,EGKK,EGPF,G-EUYA,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,3697,,L2J,,SPEEDBIRD,BAW,,British Airways,,2008-11-24,,,2008-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,11
1613,1613,2021-11-11 12:36:07+00:00,2021-11-11 13:03:26+00:00,40756b,EZY612D,EGAA,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1614,1614,2021-11-11 11:54:33+00:00,2021-11-11 13:07:12+00:00,a27de8,N26NZ,EGPG,EGPF,N26NZ,,Cessna,T206H,,T20608401,,,,,,,Bank Of Utah Trustee,,,2022-07-31,,2003-01-01,,,LYCOMING TIO-540-AJ1A,False,False,False,,,11
1615,1615,2021-11-11 10:25:39+00:00,2021-11-11 13:22:28+00:00,48ca40,SAH59P,LEMP,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1616,1616,2021-11-11 13:00:40+00:00,2021-11-11 13:33:36+00:00,405f67,PYN01,EGNT,EGPF,G-FLYW,RAYTHEON,Beech Aircraft Corporation,BEECH 200 Super Kingair,BE20,BB-209,,L2T,,,,,Fly Wales,,2012-12-18,,,1977-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-61&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,11
1617,1617,2021-11-11 10:50:23+00:00,2021-11-11 13:39:51+00:00,406015,EZY75NT,LEAL,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,11
1618,1618,2021-11-11 10:57:05+00:00,2021-11-11 13:48:52+00:00,4076da,EXS1GH,LPFR,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1619,1619,2021-11-11 12:59:34+00:00,2021-11-11 13:58:25+00:00,400efd,EZY971A,EGKK,EGPF,G-EZBC,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,2866,,L2J,,EASY,EZY,,Easyjet Airline,,2006-09-05,,,2006-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,11
1620,1620,2021-11-11 13:38:18+00:00,2021-11-11 14:12:59+00:00,4ca6fb,RYR5774,EIDW,EGPF,EI-DYX,BOEING,The Boeing Company,BOEING 737-8AS,B738,37517,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2009-01-05,,,2008-01-01,,,2x CFM CFM56-7B,False,False,False,,No ADS-B Emitter Category Information,11
1621,1621,2021-11-11 14:05:53+00:00,2021-11-11 14:21:54+00:00,4077c6,HLE94Z,EGPF,EGPF,G-GMAH,EUROCOPTER-KAWASAKI,Eurocopter,EC145 T2,EC45,,,H2T,,,,,,,2019-10-24,,,,,,,False,False,False,,,11
1622,1622,2021-11-11 13:53:30+00:00,2021-11-11 14:27:57+00:00,4ca280,EIN226,EIDW,EGPF,EI-DEJ,AIRBUS,Airbus Industrie,A320-214,A320,2364,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2005-02-03,,,2005-01-01,,,2x CFM CFM56-5B4/P,False,False,False,,No ADS-B Emitter Category Information,11
