,Unnamed: 0,firstSeen,lastSeen,icao24,callsign,estDepartureAirport,estArrivalAirport,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription,day,id_x,ident,type,name_x,latitude_deg,longitude_deg,elevation_ft,continent_x,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link_x,keywords_x,id_y,code,name_y,continent_y,wikipedia_link_y,keywords_y
1026,1026,2021-11-02 16:28:52+00:00,2021-11-02 16:39:59+00:00,501d13,9ACRO,EGPK,EGPF,9A-CRO,,Bombardier,Challenger 604,CL64,5322,,,,,,,Government Of Croatia,,,,,,,,,False,False,False,,Small (15500 to 75000 lbs),2,2464.0,EGPK,medium_airport,Glasgow Prestwick Airport,55.502003,-4.587019,65.0,EU,GB,GB-SCT,"Prestwick, South Ayrshire",yes,EGPK,PIK,,http://www.glasgowprestwick.com/,https://en.wikipedia.org/wiki/Glasgow_Prestwick_International_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1027,1027,2021-11-02 15:56:39+00:00,2021-11-02 17:04:19+00:00,400dc2,GMA01B,EGBB,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,2,2389.0,EGBB,large_airport,Birmingham International Airport,52.4538993835,-1.74802994728,327.0,EU,GB,GB-ENG,Birmingham,yes,EGBB,BHX,,http://www.bhx.co.uk/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom),,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1028,1028,2021-11-02 15:58:44+00:00,2021-11-02 17:21:29+00:00,7cf9c9,ASY324,EGSS,EGPF,A39-007,AIRBUS,Airbus Defence And Space,A330-203 MRTT,A332,898,,L2J,Royal Australian Air Force,AUSSIE,ASY,,Royal Australian Air Force,,,,,2007-01-01,,,2x GE CF6-80E,False,False,False,,,2,2476.0,EGSS,large_airport,London Stansted Airport,51.8849983215,0.234999999404,348.0,EU,GB,GB-ENG,London,yes,EGSS,STN,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1029,1029,2021-11-02 15:05:38+00:00,2021-11-02 17:27:20+00:00,4078a3,UKP99,EGPF,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2461.0,EGPF,large_airport,Glasgow International Airport,55.871899,-4.43306,26.0,EU,GB,GB-SCT,"Paisley, Renfrewshire",yes,EGPF,GLA,,http://www.glasgowairport.com/,https://en.wikipedia.org/wiki/Glasgow_International_Airport,"Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1030,1030,2021-11-02 17:44:15+00:00,2021-11-02 17:54:59+00:00,4c8061,CYP005,EGPK,EGPF,5B-DCW,AIRBUS,Airbus,A319 114,A319,1129,,L2J,,CYPRUS,CYP,,Cyprus Airways,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,2,2464.0,EGPK,medium_airport,Glasgow Prestwick Airport,55.502003,-4.587019,65.0,EU,GB,GB-SCT,"Prestwick, South Ayrshire",yes,EGPK,PIK,,http://www.glasgowprestwick.com/,https://en.wikipedia.org/wiki/Glasgow_Prestwick_International_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1031,1031,2021-11-02 17:31:15+00:00,2021-11-02 17:59:44+00:00,406b91,EZY735Z,EGAA,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,2,2385.0,EGAA,large_airport,Belfast International Airport,54.6575012207,-6.21582984924,268.0,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,,http://www.belfastairport.com/,https://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1032,1032,2021-11-02 13:43:41+00:00,2021-11-02 18:00:59+00:00,407179,EXS59LD,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
1033,1033,2021-11-02 15:26:42+00:00,2021-11-02 18:09:09+00:00,4076da,EXS7BY,LEAL,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3997.0,LEAL,large_airport,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156,142.0,EU,ES,ES-V,Alicante,yes,LEAL,ALC,,https://www.aena.es/en/alicante-elche.html,https://en.wikipedia.org/wiki/Alicante_Airport,,302684,ES,Spain,EU,https://en.wikipedia.org/wiki/Spain,Aeropuertos de España
1034,1034,2021-11-02 17:29:37+00:00,2021-11-02 18:21:53+00:00,40780e,SHT6F,EGLL,EGPF,G-NEOY,,,,,,,,British Airways,SPEEDBIRD,BAW,BA,,,,,,,,,,False,False,False,,,2,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1035,1035,2021-11-02 17:33:40+00:00,2021-11-02 18:28:48+00:00,400f00,EZY182H,EGGW,EGPF,G-EZBF,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,2923,,L2J,,EASY,EZY,,Easyjet Airline,,2006-11-02,,,2006-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,2,2419.0,EGGW,large_airport,London Luton Airport,51.874698638916016,-0.3683330118656158,526.0,EU,GB,GB-ENG,London,yes,EGGW,LTN,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/London_Luton_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1036,1036,2021-11-02 18:20:49+00:00,2021-11-02 18:32:54+00:00,0bafa1,FAH001,EGPK,EGPF,FAH-001,HARBIN,Embraer,EMB-135BJ Legacy 600,E35L,14501041,,L2J,Fuerza Aerea Hondurena,,,,Honduran Air Force,PT-SZL,2014-10-14,,,2008-01-01,,,,False,False,False,,,2,2464.0,EGPK,medium_airport,Glasgow Prestwick Airport,55.502003,-4.587019,65.0,EU,GB,GB-SCT,"Prestwick, South Ayrshire",yes,EGPK,PIK,,http://www.glasgowprestwick.com/,https://en.wikipedia.org/wiki/Glasgow_Prestwick_International_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1037,1037,2021-11-02 15:44:16+00:00,2021-11-02 18:36:36+00:00,4ca258,RYR8NW,,EGPF,EI-DHC,BOEING,The Boeing Company,BOEING 737-8AS,B738,33573,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2005-02-17,,,2005-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,2,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
1038,1038,2021-11-02 18:25:41+00:00,2021-11-02 18:38:48+00:00,406df5,GSGTS,,EGPF,G-SGTS,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,918,,L2T,,,,,Loganair,,2015-05-21,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,2,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
1039,1039,2021-11-02 18:30:16+00:00,2021-11-02 18:53:29+00:00,45c822,MMD2721,EGNT,EGPF,OY-RAB,DASSAULT,Dassault,Falcon 7X,FA7X,78,,L3J,Air Alsie,MERMAID,MMD,,Air Alsie,,,,,,,,,False,False,False,,Small (15500 to 75000 lbs),2,2448.0,EGNT,medium_airport,Newcastle Airport,55.037498,-1.69167,266.0,EU,GB,GB-ENG,Newcastle,yes,EGNT,NCL,,http://www.newcastleairport.com/,https://en.wikipedia.org/wiki/Newcastle_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1040,1040,2021-11-02 18:22:06+00:00,2021-11-02 18:58:55+00:00,407aaf,NJU221Y,EGNR,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2446.0,EGNR,medium_airport,Hawarden Airport,53.178101,-2.97778,45.0,EU,GB,GB-WLS,Hawarden,no,EGNR,CEG,,,https://en.wikipedia.org/wiki/Hawarden_Airport,Chester,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1041,1041,2021-11-02 14:55:53+00:00,2021-11-02 19:05:18+00:00,407177,EXS4JU,,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
1042,1042,2021-11-02 18:12:32+00:00,2021-11-02 19:08:56+00:00,40676a,CFE9V,EGLC,EGPF,G-LCYR,EMBRAER,Embraer Sa,ERJ 190-100 SR Embraer 190,E190,19000563,,L2J,,FLYER,CFE,,Ba Cityflyer,,2012-08-10,,,2012-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,2,2430.0,EGLC,medium_airport,London City Airport,51.505299,0.055278,19.0,EU,GB,GB-ENG,London,yes,EGLC,LCY,,http://www.londoncityairport.com/,https://en.wikipedia.org/wiki/London_City_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1043,1043,2021-11-02 15:10:15+00:00,2021-11-02 19:13:05+00:00,40717c,EXS28E,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
1044,1044,2021-11-02 16:12:36+00:00,2021-11-02 19:19:58+00:00,02012d,FRV1315,GMME,EGPF,CN-AMR,,Gulfstream Aerospace,G550,G550,5462,,,,,,,Royal Moroccan Air Force,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2,3109.0,GMME,medium_airport,Rabat-Salé Airport,34.051498,-6.75152,276.0,AF,MA,MA-RBA,Rabat,yes,GMME,RBA,,,https://en.wikipedia.org/wiki/Sale_Airport,,302584,MA,Morocco,AF,https://en.wikipedia.org/wiki/Morocco,مطارات المغرب
1045,1045,2021-11-02 19:04:35+00:00,2021-11-02 19:31:45+00:00,451c42,BGF024,EGNT,EGPF,LZ-OOI,DASSAULT,Dassault,Falcon 2000,F2TH,123,,L2J,,,,,Government Of Bulgaria,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,2,2448.0,EGNT,medium_airport,Newcastle Airport,55.037498,-1.69167,266.0,EU,GB,GB-ENG,Newcastle,yes,EGNT,NCL,,http://www.newcastleairport.com/,https://en.wikipedia.org/wiki/Newcastle_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1046,1046,2021-11-02 19:07:31+00:00,2021-11-02 19:35:48+00:00,0640f2,NGR001,EGPD,EGPF,5N-FGW,,Gulfstream Aerospace,G550,G550,5310,,,Nigerian Air Force,NIGERIAN AIRFORCE,NGR,,Nigerian Air Force,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2,2459.0,EGPD,medium_airport,Aberdeen Dyce Airport,57.2019,-2.19778,215.0,EU,GB,GB-SCT,Aberdeen,yes,EGPD,ABZ,,http://www.aberdeenairport.com/,https://en.wikipedia.org/wiki/Aberdeen_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1047,1047,2021-11-02 15:26:14+00:00,2021-11-02 19:38:51+00:00,4070ec,EXS26TM,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
1048,1048,2021-11-02 18:40:04+00:00,2021-11-02 19:45:18+00:00,4074b6,EZY569Q,EGKK,EGPF,G-UZHF,AIRBUS,Airbus Industrie,A320-251N,A20N,8193,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,,,,2018-04-01,,,,False,False,False,,Large (75000 to 300000 lbs),2,2429.0,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1049,1049,2021-11-02 19:23:33+00:00,2021-11-02 19:48:48+00:00,40799b,CFE7331,EGAC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2387.0,EGAC,medium_airport,George Best Belfast City Airport,54.618099,-5.8725,15.0,EU,GB,GB-NIR,Belfast,yes,EGAC,BHD,,http://www.belfastcityairport.com/,https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1050,1050,2021-11-02 18:04:01+00:00,2021-11-02 20:08:26+00:00,4c4c20,YUTBA,EDDB,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2,301881.0,EDDB,large_airport,Berlin Brandenburg Airport,52.351389,13.493889,157.0,EU,DE,DE-BR,Berlin,yes,EDDB,BER,,https://ber.berlin-airport.de/,https://en.wikipedia.org/wiki/Berlin_Brandenburg_Airport,,302681,DE,Germany,EU,https://en.wikipedia.org/wiki/Germany,Flughäfen in Deutschland
1051,1051,2021-11-02 17:41:04+00:00,2021-11-02 20:22:49+00:00,33ffc0,IAM3116,LIRA,EGPF,MM62210,,Dassault,Falcon 900EX,F9EX,116,,,,Italian Airforce,IAM,,Italian Air Force,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,2,4370.0,LIRA,medium_airport,Ciampino–G. B. Pastine International Airport,41.7994,12.5949,427.0,EU,IT,IT-62,Rome,yes,LIRA,CIA,RM12,,https://en.wikipedia.org/wiki/Ciampino%E2%80%93G._B._Pastine_International_Airport,"ROM, Giovan Battista Pastine Airport",302697,IT,Italy,EU,https://en.wikipedia.org/wiki/Italy,Aeroporti d'Italia
1052,1052,2021-11-02 20:55:00+00:00,2021-11-02 21:08:15+00:00,400dc2,GMA01C,,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,2,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
1053,1053,2021-11-02 20:17:20+00:00,2021-11-02 21:10:47+00:00,407463,SHT6M,EGLL,EGPF,G-TTNB,AIRBUS,Airbus Industrie,A320-251N,A20N,,,L2J,British Airways,SPEEDBIRD,BAW,BA,,,2018-04-25,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1054,1054,2021-11-02 20:46:52+00:00,2021-11-02 21:12:56+00:00,a5bf2c,N47EG,EGPD,EGPF,N47EG,,Dassault Aviation,FALCON 900EX,F9EX,312,,,,,,,Wing And Rotor Transportation Holdings Llc,,,2024-08-31,,2018-01-01,,,HONEYWELL TFE731-60-1C,False,False,False,,Small (15500 to 75000 lbs),2,2459.0,EGPD,medium_airport,Aberdeen Dyce Airport,57.2019,-2.19778,215.0,EU,GB,GB-SCT,Aberdeen,yes,EGPD,ABZ,,http://www.aberdeenairport.com/,https://en.wikipedia.org/wiki/Aberdeen_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1055,1055,2021-11-02 20:41:03+00:00,2021-11-02 21:28:49+00:00,407bc5,GULFX,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2419.0,EGGW,large_airport,London Luton Airport,51.874698638916016,-0.3683330118656158,526.0,EU,GB,GB-ENG,London,yes,EGGW,LTN,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/London_Luton_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1056,1056,2021-11-02 20:59:06+00:00,2021-11-02 21:52:49+00:00,406b91,EZY606Z,EGSS,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,2,2476.0,EGSS,large_airport,London Stansted Airport,51.8849983215,0.234999999404,348.0,EU,GB,GB-ENG,London,yes,EGSS,STN,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1057,1057,2021-11-02 21:01:33+00:00,2021-11-02 21:54:44+00:00,40097e,SHT6N,EGLL,EGPF,G-EUUC,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,1696,,L2J,,SPEEDBIRD,BAW,,British Airways,,2002-02-28,,,2002-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,2,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1058,1058,2021-11-02 21:24:41+00:00,2021-11-02 22:07:56+00:00,400f00,EZY936U,EGBB,EGPF,G-EZBF,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,2923,,L2J,,EASY,EZY,,Easyjet Airline,,2006-11-02,,,2006-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,2,2389.0,EGBB,large_airport,Birmingham International Airport,52.4538993835,-1.74802994728,327.0,EU,GB,GB-ENG,Birmingham,yes,EGBB,BHX,,http://www.bhx.co.uk/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom),,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1059,1059,2021-11-02 17:28:37+00:00,2021-11-02 22:34:23+00:00,491d86,NJE831U,,EGPF,CS-GLF,,Bombardier,Global 6000,GL6T,9670,,,,,,,Netjets Europe,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),2,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
1060,1060,2021-11-02 19:58:01+00:00,2021-11-02 22:59:09+00:00,407a05,EZY73QP,LPFR,EGPF,G-UZLL,AIRBUS,Airbus Sas,Airbus 320-251N,A20N,9510,0,L2J,Easyjet,EASY,EZY,U2,Easyjet,,,,,,,,CFMI LEAP-1A26,False,False,False,,,2,4448.0,LPFR,large_airport,Faro Airport,37.0144004822,-7.96590995789,24.0,EU,PT,PT-08,Faro,yes,LPFR,FAO,,http://www.ana.pt/en-US/Aeroportos/algarve/Faro/Pages/HomeFaro.aspx,https://en.wikipedia.org/wiki/Faro_Airport_(Portugal),,302711,PT,Portugal,EU,https://en.wikipedia.org/wiki/Portugal,Aeroportos do Brasil
1061,1061,2021-11-02 20:34:42+00:00,2021-11-03 00:50:59+00:00,406ae8,TOM2XM,,EGPF,G-TAWS,BOEING,Boeing Company,BOEING 737-8K5,B738,37241,,L2J,,TOMSON,TOM,,Thomson Airways,,2014-03-26,,,2014-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,,3,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
1062,1062,2021-11-03 01:34:11+00:00,2021-11-03 02:07:59+00:00,400dc2,GMA01D,,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,3,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
1063,1063,2021-11-03 06:36:22+00:00,2021-11-03 07:07:29+00:00,4ca510,ABR2CL,EGNT,EGPF,EI-FXI,ATR,Atr-gie Avions De Transport Regional,ATR 72-202,AT72,294,,L2T,,,,,Asl Airlines (ireland) Limited,,2006-10-18,,,1992-01-01,,,2x PRATT & WHITNEY CANADA PW124B,False,False,False,,No ADS-B Emitter Category Information,3,2448.0,EGNT,medium_airport,Newcastle Airport,55.037498,-1.69167,266.0,EU,GB,GB-ENG,Newcastle,yes,EGNT,NCL,,http://www.newcastleairport.com/,https://en.wikipedia.org/wiki/Newcastle_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1064,1064,2021-11-03 06:52:57+00:00,2021-11-03 07:29:14+00:00,4ca6c4,EIN2EV,EIDW,EGPF,EI-DVI,AIRBUS,Airbus Industrie,A320-214,A320,3501,,L2J,,SHAMROCK,EIN,,Aer Lingus Limited,,2008-06-03,,,2008-01-01,,,2x CFM CFM56-5B4/3,False,False,False,,,3,2533.0,EIDW,large_airport,Dublin Airport,53.421299,-6.27007,242.0,EU,IE,IE-D,Dublin,yes,EIDW,DUB,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath,302694,IE,Ireland,EU,https://en.wikipedia.org/wiki/Ireland,Eire
1065,1065,2021-11-03 06:39:42+00:00,2021-11-03 07:31:55+00:00,407464,SHT6C,EGLL,EGPF,G-TTNA,AIRBUS,,,A320,8108,,L2J,British Airways,SPEEDBIRD,BAW,BA,British Airways,,2018-04-10,,,,,,,False,False,False,,Large (75000 to 300000 lbs),3,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1066,1066,2021-11-03 06:58:42+00:00,2021-11-03 07:54:56+00:00,4079d1,CFE8720,EGLC,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2430.0,EGLC,medium_airport,London City Airport,51.505299,0.055278,19.0,EU,GB,GB-ENG,London,yes,EGLC,LCY,,http://www.londoncityairport.com/,https://en.wikipedia.org/wiki/London_City_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1067,1067,2021-11-03 07:01:53+00:00,2021-11-03 07:58:49+00:00,40643d,EZY646X,EGGD,EGPF,G-EZUC,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,4591,,L2J,,EASY,EZY,,Easyjet Airline,,2011-02-03,,,2011-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,3,2417.0,EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,yes,EGGD,BRS,,http://www.bristolairport.co.uk/,https://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1068,1068,2021-11-03 07:20:13+00:00,2021-11-03 08:00:55+00:00,4ca644,RYR5772,EIDW,EGPF,EI-DYB,BOEING,The Boeing Company,BOEING 737-8AS,B738,33633,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2008-03-10,,,2008-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,3,2533.0,EIDW,large_airport,Dublin Airport,53.421299,-6.27007,242.0,EU,IE,IE-D,Dublin,yes,EIDW,DUB,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath,302694,IE,Ireland,EU,https://en.wikipedia.org/wiki/Ireland,Eire
1069,1069,2021-11-03 06:30:48+00:00,2021-11-03 08:07:52+00:00,3c65c7,DLH4NL,EDDF,EGPF,D-AING,AIRBUS,Airbus,Airbus A320 271NSL,A20N,7588,,L2J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),3,2212.0,EDDF,large_airport,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,yes,EDDF,FRA,,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,"EDAF, Rhein-Main Air Base",302681,DE,Germany,EU,https://en.wikipedia.org/wiki/Germany,Flughäfen in Deutschland
1070,1070,2021-11-03 07:21:35+00:00,2021-11-03 08:11:48+00:00,ad441a,N954GA,EGGW,EGPF,N954GA,,Gulfstream Aerospace Corp,GVII-G600,,73054,,,Gulfstream Aerospace,GULFSTREAM TEST,GLF,,Gulfstream Aerospace Corp,,,2024-09-30,,2021-01-01,,,P&W CANADA PW815GA,False,False,False,,,3,2419.0,EGGW,large_airport,London Luton Airport,51.874698638916016,-0.3683330118656158,526.0,EU,GB,GB-ENG,London,yes,EGGW,LTN,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/London_Luton_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
1071,1071,2021-11-03 07:09:06+00:00,2021-11-03 08:15:59+00:00,484b90,KLM1471,EHAM,EGPF,PH-BGI,BOEING,Boeing,737NG 7K2/W,B737,30364,,L2J,,KLM,KLM,,Klm Royal Dutch Airlines,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,3,2513.0,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,http://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,,302708,NL,Netherlands,EU,https://en.wikipedia.org/wiki/Netherlands,"Holland,Luchthavens van Nederland"
