,Unnamed: 0,firstSeen,lastSeen,icao24,callsign,estDepartureAirport,estArrivalAirport,registration,manufacturericao,manufacturername,model,typecode,serialnumber,linenumber,icaoaircrafttype,operator,operatorcallsign,operatoricao,operatoriata,owner,testreg,registered,reguntil,status,built,firstflightdate,seatconfiguration,engines,modes,adsb,acars,notes,categoryDescription,day,id_x,ident,type,name_x,latitude_deg,longitude_deg,elevation_ft,continent_x,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link_x,keywords_x,id_y,code,name_y,continent_y,wikipedia_link_y,keywords_y
0,0,2021-10-17 09:39:17+00:00,2021-10-17 12:45:24+00:00,407567,EZY96EM,LEMG,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4020.0,LEMG,large_airport,Málaga-Costa del Sol Airport,36.6749,-4.49911,53.0,EU,ES,ES-AN,Málaga,yes,LEMG,AGP,,https://www.aena.es/en/malaga-costa-del-sol.html,https://en.wikipedia.org/wiki/M%C3%A1laga_Airport,"Costa del Sol,Malaga",302684,ES,Spain,EU,https://en.wikipedia.org/wiki/Spain,Aeropuertos de España
1,1,2021-10-17 10:27:12+00:00,2021-10-17 13:19:21+00:00,407177,EXS8HQ,LEAL,EGPF,,,,,,,,,,,,,,,,,,,,,,False,False,False,,Large (75000 to 300000 lbs),17,3997.0,LEAL,large_airport,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156,142.0,EU,ES,ES-V,Alicante,yes,LEAL,ALC,,https://www.aena.es/en/alicante-elche.html,https://en.wikipedia.org/wiki/Alicante_Airport,,302684,ES,Spain,EU,https://en.wikipedia.org/wiki/Spain,Aeropuertos de España
2,2,2021-10-17 12:23:38+00:00,2021-10-17 13:22:08+00:00,4063de,SHT6R,EGLL,EGPF,G-EUYJ,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,4464,,L2J,,SPEEDBIRD,BAW,,British Airways,,2010-10-28,,,2010-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,17,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
3,3,2021-10-17 12:46:14+00:00,2021-10-17 13:35:59+00:00,400dc2,GMA03,,EGPF,G-SASC,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-150,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2005-12-30,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,17,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
4,4,2021-10-17 13:01:09+00:00,2021-10-17 13:38:37+00:00,4ca61d,RYR5774,EIDW,EGPF,EI-DWP,BOEING,The Boeing Company,BOEING 737-8AS,B738,36082,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2007-11-21,,,2007-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,17,2533.0,EIDW,large_airport,Dublin Airport,53.421299,-6.27007,242.0,EU,IE,IE-D,Dublin,yes,EIDW,DUB,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath,302694,IE,Ireland,EU,https://en.wikipedia.org/wiki/Ireland,Eire
5,5,2021-10-17 10:56:10+00:00,2021-10-17 13:44:19+00:00,4070ec,EXS96XU,LEIB,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4013.0,LEIB,large_airport,Ibiza Airport,38.872898,1.37312,24.0,EU,ES,ES-PM,Ibiza,yes,LEIB,IBZ,,https://www.aena.es/en/ibiza.html,https://en.wikipedia.org/wiki/Ibiza_Airport,,302684,ES,Spain,EU,https://en.wikipedia.org/wiki/Spain,Aeropuertos de España
6,6,2021-10-17 10:48:40+00:00,2021-10-17 13:48:17+00:00,407719,EDC311,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
7,7,2021-10-17 10:39:00+00:00,2021-10-17 13:50:42+00:00,406ae9,TOM25T,,EGPF,G-TAWU,BOEING,Boeing Company,BOEING 737-8K5,B738,37263,,L2J,,TOMSON,TOM,,Thomson Airways,,2014-04-22,,,2014-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,No ADS-B Emitter Category Information,17,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
8,8,2021-10-17 10:40:10+00:00,2021-10-17 13:53:33+00:00,40717c,EXS3CN,LPFR,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4448.0,LPFR,large_airport,Faro Airport,37.0144004822,-7.96590995789,24.0,EU,PT,PT-08,Faro,yes,LPFR,FAO,,http://www.ana.pt/en-US/Aeroportos/algarve/Faro/Pages/HomeFaro.aspx,https://en.wikipedia.org/wiki/Faro_Airport_(Portugal),,302711,PT,Portugal,EU,https://en.wikipedia.org/wiki/Portugal,Aeroportos do Brasil
9,9,2021-10-17 13:08:33+00:00,2021-10-17 14:04:48+00:00,406319,EZY734Q,EGGW,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2419.0,EGGW,large_airport,London Luton Airport,51.874698638916016,-0.3683330118656158,526.0,EU,GB,GB-ENG,London,yes,EGGW,LTN,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/London_Luton_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
10,10,2021-10-17 11:12:33+00:00,2021-10-17 14:15:40+00:00,406b7e,EDC309,,EGPF,G-SUGR,HARBIN,Embraer Sa,EMB-135BJ Legacy 650,E35L,14501199,,L2J,,,,,Air Charter Scotland,,2014-04-14,,,2014-01-01,,,2 x ROLLS-ROYCE AE3007A2<br>,False,False,False,,Small (15500 to 75000 lbs),17,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
11,11,2021-10-17 12:45:34+00:00,2021-10-17 14:22:18+00:00,3c644a,DLH974,EDDF,EGPF,D-AIBJ,AIRBUS,Airbus,A319 112,A319,5293,,L2J,,LUFTHANSA,DLH,,Lufthansa,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,17,2212.0,EDDF,large_airport,Frankfurt am Main Airport,50.033333,8.570556,364.0,EU,DE,DE-HE,Frankfurt am Main,yes,EDDF,FRA,,http://www.frankfurt-airport.de/,https://en.wikipedia.org/wiki/Frankfurt_Airport,"EDAF, Rhein-Main Air Base",302681,DE,Germany,EU,https://en.wikipedia.org/wiki/Germany,Flughäfen in Deutschland
12,12,2021-10-17 14:25:04+00:00,2021-10-17 14:53:50+00:00,406df4,GHIAL,,EGPF,G-HIAL,VIKING (2),Viking Air Ltd,DHC-6 SERIES 400 Twin Otter,DHC6,917,,L2T,,,,,Loganair,,2015-05-15,,,2014-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-34&nbsp;&nbsp;( HARTZELL HC-B3TN-3D/T10282NB )<br>,False,False,False,,,17,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
13,13,2021-10-17 14:24:30+00:00,2021-10-17 14:59:06+00:00,500147,T7AVD,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
14,14,2021-10-17 13:47:00+00:00,2021-10-17 15:02:56+00:00,484f7d,KLM55C,EHAM,EGPF,PH-EZU,EMBRAER,Embraer,EMB-190 STD,E190,19000522,,L2J,,CITY,KLC,,Klm Cityhopper,,,,,,,,,False,False,False,,No ADS-B Emitter Category Information,17,2513.0,EHAM,large_airport,Amsterdam Airport Schiphol,52.308601,4.76389,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,,http://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,,302708,NL,Netherlands,EU,https://en.wikipedia.org/wiki/Netherlands,"Holland,Luchthavens van Nederland"
15,15,2021-10-17 15:14:16+00:00,2021-10-17 15:38:27+00:00,407575,EZY475,EGAA,EGPF,G-EZRZ,AIRBUS,Airbus Industrie,A320-214,A320,8358,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,2018-06-01,,,2018-06-01,,,2 x CFM56-5B4/P,False,False,False,,,17,2385.0,EGAA,large_airport,Belfast International Airport,54.6575012207,-6.21582984924,268.0,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,,http://www.belfastairport.com/,https://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
16,16,2021-10-17 14:36:49+00:00,2021-10-17 15:41:46+00:00,407689,EZY958A,EGKK,EGPF,G-UZHU,AIRBUS,Airbus,A320-251N,A20N,8681,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,,,,2018-12-01,,,,False,False,False,,,17,2429.0,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
17,17,2021-10-17 11:41:12+00:00,2021-10-17 15:52:13+00:00,40660c,TOM5EA,GCRR,EGPF,G-FDZY,BOEING,Boeing Company,BOEING 737-8K5,B738,37261,,L2J,,TOMSON,TOM,,Thomson Airways,,2016-05-03,,,2011-01-01,,,2 x CFM CFM56-7B27E<br>,False,False,False,,No ADS-B Emitter Category Information,17,3082.0,GCRR,large_airport,César Manrique-Lanzarote Airport,28.945499,-13.6052,46.0,EU,ES,ES-CN,Lanzarote Island,yes,GCRR,ACE,,https://www.aena.es/en/cesar-manrique-lanzarote.html,https://en.wikipedia.org/wiki/Lanzarote_Airport,Arrecife Airport,302684,ES,Spain,EU,https://en.wikipedia.org/wiki/Spain,Aeropuertos de España
18,18,2021-10-17 15:41:08+00:00,2021-10-17 16:17:31+00:00,400dc3,GMA01B,,EGPF,G-SASD,RAYTHEON,Raytheon Aircraft Company,BEECH B200C Super Kingair,BE20,BL-151,,L2T,Gama Aviation,GAMA,GMA,,Gama Aviation,,2006-01-04,,,2005-01-01,,,2 x PRATT &amp; WHITNEY CANADA PT6A-42&nbsp;&nbsp;( HARTZELL HC-D4N-3A/D9383K )<br>,False,False,False,,,17,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
19,19,2021-10-17 13:10:11+00:00,2021-10-17 16:34:26+00:00,4d20f3,HYP011,,EGPF,9H-BSA,,Hawker Beechcraft Corp,Hawker 750,H750,HB-24,,,,,,,Hyperion Aviation,,,,,,,,,False,False,False,,,17,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
20,20,2021-10-17 16:01:21+00:00,2021-10-17 16:58:27+00:00,405f13,EZY865U,EGGD,EGPF,G-EZTC,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3871,,L2J,,EASY,EZY,,Easyjet Airline,,2009-04-17,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,17,2417.0,EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,yes,EGGD,BRS,,http://www.bristolairport.co.uk/,https://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
21,21,2021-10-17 16:44:56+00:00,2021-10-17 17:00:59+00:00,a020a1,N107VS,EGPH,EGPF,N107VS,,Gulfstream Aerospace,GV-SP (G550),G550,5043,,,,,,,Sterling2k Llc,,,2024-12-31,,2004-01-01,,,ROLLS DEUT BR700-710C411,False,False,False,,Large (75000 to 300000 lbs),17,2462.0,EGPH,large_airport,Edinburgh Airport,55.950145,-3.372288,135.0,EU,GB,GB-SCT,Edinburgh,yes,EGPH,EDI,,http://www.edinburghairport.com/,https://en.wikipedia.org/wiki/Edinburgh_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
22,22,2021-10-17 16:42:30+00:00,2021-10-17 17:35:07+00:00,400980,SHT6F,EGLL,EGPF,G-EUUE,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,1782,BA373,L2J,British Airways,SPEEDBIRD,BAW,BA,British Airways,,2002-05-30,,,2002-01-01,2002-04-08,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,17,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
23,23,2021-10-17 17:55:02+00:00,2021-10-17 18:07:13+00:00,407ab4,EDC478,EGPK,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2464.0,EGPK,medium_airport,Glasgow Prestwick Airport,55.502003,-4.587019,65.0,EU,GB,GB-SCT,"Prestwick, South Ayrshire",yes,EGPK,PIK,,http://www.glasgowprestwick.com/,https://en.wikipedia.org/wiki/Glasgow_Prestwick_International_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
24,24,2021-10-17 17:23:10+00:00,2021-10-17 18:21:58+00:00,4010e9,EZY108M,EGSS,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,17,2476.0,EGSS,large_airport,London Stansted Airport,51.8849983215,0.234999999404,348.0,EU,GB,GB-ENG,London,yes,EGSS,STN,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
25,25,2021-10-17 17:33:39+00:00,2021-10-17 18:30:45+00:00,400be5,SHT6J,EGLL,EGPF,G-MEDK,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,2441,,L2J,,SPEEDBIRD,BAW,,British Airways,,2013-05-14,,,2005-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,17,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
26,26,2021-10-17 18:11:38+00:00,2021-10-17 18:34:46+00:00,406231,CFE7331,EGAC,EGPF,G-LCYL,EMBRAER,Empresa Brasileira De Aeronautica Sa,ERJ 190-100 SR Embraer 190,E190,19000346,,L2J,,FLYER,CFE,,Ba Cityflyer,,2010-04-29,,,2010-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,17,2387.0,EGAC,medium_airport,George Best Belfast City Airport,54.618099,-5.8725,15.0,EU,GB,GB-NIR,Belfast,yes,EGAC,BHD,,http://www.belfastcityairport.com/,https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport,,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
27,27,2021-10-17 18:19:38+00:00,2021-10-17 18:45:26+00:00,406015,EZY704P,EGAA,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,17,2385.0,EGAA,large_airport,Belfast International Airport,54.6575012207,-6.21582984924,268.0,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,,http://www.belfastairport.com/,https://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
28,28,2021-10-17 18:24:30+00:00,2021-10-17 19:11:25+00:00,407567,EZY384Q,EGBB,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2389.0,EGBB,large_airport,Birmingham International Airport,52.4538993835,-1.74802994728,327.0,EU,GB,GB-ENG,Birmingham,yes,EGBB,BHX,,http://www.bhx.co.uk/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom),,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
29,29,2021-10-17 18:19:01+00:00,2021-10-17 19:25:07+00:00,406532,SHT6K,EGLL,EGPF,G-EUYM,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,4791,,L2J,,SPEEDBIRD,BAW,,British Airways,,2011-08-05,,,2011-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,17,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
30,30,2021-10-17 18:32:32+00:00,2021-10-17 19:29:31+00:00,406b91,EZY647T,EGGW,EGPF,G-EZWY,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6267,,L2J,,EASY,EZY,,Easyjet Airline,,2017-06-12,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,17,2419.0,EGGW,large_airport,London Luton Airport,51.874698638916016,-0.3683330118656158,526.0,EU,GB,GB-ENG,London,yes,EGGW,LTN,,http://www.london-luton.co.uk/en/,https://en.wikipedia.org/wiki/London_Luton_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
31,31,2021-10-17 18:36:04+00:00,2021-10-17 19:38:57+00:00,406a95,EZY689J,EGKK,EGPF,G-EZWU,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,6095,,L2J,,EASY,EZY,,Easyjet Airline,,2014-05-08,,,2014-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,17,2429.0,EGKK,large_airport,London Gatwick Airport,51.148102,-0.190278,202.0,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,https://en.wikipedia.org/wiki/Gatwick_Airport,"LON, Crawley, Charlwood",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
32,32,2021-10-17 18:25:37+00:00,2021-10-17 19:44:47+00:00,407575,EZY804J,EGJJ,EGPF,G-EZRZ,AIRBUS,Airbus Industrie,A320-214,A320,8358,,L2J,Easyjet,EASY,EZY,U2,Easyjet,,2018-06-01,,,2018-06-01,,,2 x CFM56-5B4/P,False,False,False,,,17,2426.0,EGJJ,medium_airport,Jersey Airport,49.20790100097656,-2.195509910583496,277.0,EU,JE,JE-U-A,Saint Helier,yes,EGJJ,JER,,http://www.jerseyairport.com/,https://en.wikipedia.org/wiki/Jersey_Airport,Channel Islands,302698,JE,Jersey,EU,https://en.wikipedia.org/wiki/Jersey,
33,33,2021-10-17 18:56:21+00:00,2021-10-17 19:51:53+00:00,4009d8,BAW1356,EGLL,EGPF,G-EUUK,AIRBUS,Airbus Sas,AIRBUS A320-232,A320,1899,,L2J,,SPEEDBIRD,BAW,,British Airways,,2002-12-20,,,2002-01-01,,,2 x INTERNATIONAL AERO ENGINE V2527-A5<br>,False,False,False,,No ADS-B Emitter Category Information,17,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
34,34,2021-10-17 18:52:03+00:00,2021-10-17 19:57:58+00:00,406222,CFE9V,EGLC,EGPF,G-LCYJ,EMBRAER,Empresa Brasileira De Aeronautica Sa,ERJ 190-100 SR Embraer 190,E190,19000339,,L2J,,FLYER,CFE,,Ba Cityflyer,,2010-03-04,,,2010-01-01,,,2 x GENERAL ELECTRIC CO CF34-10E5A1<br>,False,False,False,,No ADS-B Emitter Category Information,17,2430.0,EGLC,medium_airport,London City Airport,51.505299,0.055278,19.0,EU,GB,GB-ENG,London,yes,EGLC,LCY,,http://www.londoncityairport.com/,https://en.wikipedia.org/wiki/London_City_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
35,35,2021-10-17 16:27:35+00:00,2021-10-17 20:10:58+00:00,40766d,EXS95EZ,,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
36,36,2021-10-17 19:24:05+00:00,2021-10-17 20:20:24+00:00,405f13,EZY359C,EGGD,EGPF,G-EZTC,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3871,,L2J,,EASY,EZY,,Easyjet Airline,,2009-04-17,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,17,2417.0,EGGD,medium_airport,Bristol Airport,51.382702,-2.71909,622.0,EU,GB,GB-ENG,Bristol,yes,EGGD,BRS,,http://www.bristolairport.co.uk/,https://en.wikipedia.org/wiki/Bristol_International_Airport,Lulsgate Bottom,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
37,37,2021-10-17 10:35:05+00:00,2021-10-17 20:22:46+00:00,40702e,EXS155,EGPF,EGPF,G-JZHH,BOEING,Boeing Company,BOEING 737-85P,B738,28536,,L2J,,CHANNEX,EXS,,Jet2,,2016-05-20,,,2000-01-01,,,2 x CFM CFM56-7B26<br>,False,False,False,,No ADS-B Emitter Category Information,17,2461.0,EGPF,large_airport,Glasgow International Airport,55.871899,-4.43306,26.0,EU,GB,GB-SCT,"Paisley, Renfrewshire",yes,EGPF,GLA,,http://www.glasgowairport.com/,https://en.wikipedia.org/wiki/Glasgow_International_Airport,"Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
38,38,2021-10-17 19:42:47+00:00,2021-10-17 20:39:44+00:00,400a7d,SHT6M,EGLL,EGPF,G-DBCB,AIRBUS,Airbus Sas,AIRBUS A319-131,A319,2188,,L2J,,SPEEDBIRD,BAW,,British Airways,,2012-05-29,,,2004-01-01,,,2 x INTERNATIONAL AERO ENGINE V2522-A5<br>,False,False,False,,No ADS-B Emitter Category Information,17,2434.0,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,https://en.wikipedia.org/wiki/Heathrow_Airport,"LON, Londres",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
39,39,2021-10-17 20:49:11+00:00,2021-10-17 21:21:13+00:00,4ca225,RYR5776,EIDW,EGPF,EI-DCK,BOEING,The Boeing Company,BOEING 737-8AS,B738,33565,,L2J,,RYANAIR,RYR,,Ryanair Designated Activity Company,,2004-09-01,,,2004-01-01,,,2x CFM CFM56-7B26,False,False,False,,No ADS-B Emitter Category Information,17,2533.0,EIDW,large_airport,Dublin Airport,53.421299,-6.27007,242.0,EU,IE,IE-D,Dublin,yes,EIDW,DUB,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath,302694,IE,Ireland,EU,https://en.wikipedia.org/wiki/Ireland,Eire
40,40,2021-10-17 21:23:01+00:00,2021-10-17 21:44:47+00:00,407567,EZY142Q,EGAA,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2385.0,EGAA,large_airport,Belfast International Airport,54.6575012207,-6.21582984924,268.0,EU,GB,GB-NIR,Belfast,yes,EGAA,BFS,,http://www.belfastairport.com/,https://en.wikipedia.org/wiki/Belfast_International_Airport,"Aldergrove, RAF Aldergrove",302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
41,41,2021-10-17 20:53:50+00:00,2021-10-17 21:50:31+00:00,4010e9,EZY507W,EGSS,EGPF,G-EZBU,AIRBUS,Airbus Sas,AIRBUS A319-111,A319,3118,,L2J,,EASY,EZY,,Easyjet Airline,,2007-05-14,,,2007-01-01,,,2 x CFM CFM56-5B5/P<br>,False,False,False,,No ADS-B Emitter Category Information,17,2476.0,EGSS,large_airport,London Stansted Airport,51.8849983215,0.234999999404,348.0,EU,GB,GB-ENG,London,yes,EGSS,STN,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
42,42,2021-10-17 21:11:49+00:00,2021-10-17 21:55:49+00:00,406015,EZY727A,EGBB,EGPF,G-EZTK,AIRBUS,Airbus Sas,AIRBUS A320-214,A320,3991,,L2J,,EASY,EZY,,Easyjet Airline,,2009-07-24,,,2009-01-01,,,2 x CFM CFM56-5B4/3<br>,False,False,False,,No ADS-B Emitter Category Information,17,2389.0,EGBB,large_airport,Birmingham International Airport,52.4538993835,-1.74802994728,327.0,EU,GB,GB-ENG,Birmingham,yes,EGBB,BHX,,http://www.bhx.co.uk/,https://en.wikipedia.org/wiki/Birmingham_International_Airport_(United_Kingdom),,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
43,43,2021-10-17 13:15:33+00:00,2021-10-17 22:47:49+00:00,4076dd,EXS64GC,EGNX,EGPF,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2450.0,EGNX,medium_airport,East Midlands Airport,52.8311,-1.32806,306.0,EU,GB,GB-ENG,Nottingham,yes,EGNX,EMA,,http://www.eastmidlandsairport.com/,https://en.wikipedia.org/wiki/East_Midlands_Airport,RAF Castle Donington,302688,GB,United Kingdom,EU,https://en.wikipedia.org/wiki/United_Kingdom,Great Britain
44,44,2021-10-17 22:56:52+00:00,2021-10-17 23:25:08+00:00,406f8b,CG948,,EGPF,G-MCGL,SIKORSKY,Sikorsky Aircraft,SIKORSKY S-92A,S92,920254,,H2T,Bristow Helicopters,BRISTOW,BHL,,Bristow Helicopters Ltd,,2015-11-13,,,2015-01-01,,,2 x GENERAL ELECTRIC CO CT7-8A<br>,False,False,False,,Rotorcraft,17,,,,,,,,,,,,,,,,,,,302591,,Namibia,AF,https://en.wikipedia.org/wiki/Namibia,
