date,0
2021-10-17,45
2021-10-18,62
2021-10-19,53
2021-10-20,59
2021-10-21,57
2021-10-22,72
2021-10-23,49
2021-10-24,62
2021-10-25,61
2021-10-26,51
2021-10-27,55
2021-10-28,53
2021-10-29,66
2021-10-30,50
2021-10-31,83
2021-11-01,85
2021-11-02,98
2021-11-03,78
2021-11-04,82
2021-11-05,73
2021-11-06,46
2021-11-07,58
2021-11-08,66
2021-11-09,65
2021-11-10,67
2021-11-11,66
2021-11-12,64
2021-11-13,57
2021-11-14,17
